sep_text pages_names subcategory content
*** "*page_ Suicide_of_Jamey_Rodemeyer" "*cat_ LGBT-related_suicides" "    Rodemeyer was found dead by his older sister Alyssa  in the backyard on the morning of September 18 ,  2011 ,  in an apparent suicide by hanging .  Before his death ,  he posted a final update on Twitter directed to Lady Gaga .  The tweet read ,  """"@ladygaga bye mother monster ,  thank you for all you have done ,  paws up forever"""" . The Amherst ,  New York police department launched a criminal investigation after Jamey Rodemeyer's death ,  assisted by Erie County district attorney Frank Sedita .  The investigation lasted nine weeks ,  and included analysis of Jamey's home computer and mobile phone records .  Although possible evidence of criminal harassment was found ,  these incidents either had insufficient evidence to prosecute or were expired beyond the statute of limitations .  The investigation concluded with no charges filed . News of Jamey's death resulted in outrage by supporters worldwide .  Following his death ,  Tim and Tracy Rodemeyer were interviewed by news media about their son and his struggles against bullying .  Both parents took the opportunity to promote peace and equality in the hope of preventing occurrences similar to this . In an interview with Ann Curry on The Today Show Jamey's parents said that they ,  their daughter and son were still being bullied ,  even after his suicide . Upon learning of his death ,  Lady Gaga stated that she was extremely upset ,  spending her days """"reflecting ,  crying and yelling . """" She went on to dedicate her song """"Hair"""" to Jamey during a performance at the iHeartRadio music festival at the MGM Grand Hotel in Las Vegas ,   saying ,  """"I wrote this record about how your identity is really all you've got when you're in school .  .  . so tonight ,  Jamey ,  I know you're up there looking at us and you're not a victim .  You're a lesson to all of us .  I know it's a bit of a downer ,  but sometimes the right thing is more important than the music . """" Lady Gaga later met with President Barack Obama to discuss what his administration would do to prevent bullying in schools . Also in response to his death ,  reigning Miss New York Kaitlin Monte founded an online petition to bring the issue of cyberbullying (known as """"Jamey's Law"""") to New York legislators . In October 2011 ,  actor Zachary Quinto noted Rodemeyer's death as the genesis of his decision to come out publicly as gay ,  saying on his website """" .  .  . but in light of Jamey's death – it became clear to me in an instant that living a gay life without publicly acknowledging it – is simply not enough to make any significant contribution to the immense work that lies ahead on the road to complete equality"""" . That same month another teenager ,  Jamie Hubley ,  was reported to have committed suicide for the same reason .  While he never explicitly talked about Rodemeyer ,  comparisons have been drawn . The Fox TV show Glee referred to Jamey ,  when Finn (Cory Monteith) talked to Santana (Naya Rivera) about gay suicide in the episode """"I Kissed a Girl"""" ;  it was further alluded to him in the episode """"On My Way"""" when David Karofsky (Max Adler) ,  a gay student tries to kill himself by hanging as a result of the (cyber)bullying that had befallen him because of his sexuality ,  although he is saved by his father just in time . On February 25 ,  2012 ,  Michael Knote started a memorial page for Jamey after watching a news story about him .  He founded a Facebook page and non-profit organization called """"Have a Gay Day"""" ,  referring to the double meaning of the word """"gay""""—""""homosexual"""" and """"cheerful"""" .  In 2012 ,  the American metalcore band ,  The Bella Donna ,  produced a song based on the death of Jamey called """"Don't Jump"""" .  The song has clips of one of Jamey's friends speaking on his behalf .  The video has been posted at YouTube .  "
*** "*page_ Jamey_Rodemeyer" "*cat_ Youth_suicides" "    Rodemeyer was found dead by his older sister Alyssa  in the backyard on the morning of September 18 ,  2011 ,  in an apparent suicide by hanging .  Before his death ,  he posted a final update on Twitter directed to Lady Gaga .  The tweet read ,  """"@ladygaga bye mother monster ,  thank you for all you have done ,  paws up forever"""" . The Amherst ,  New York police department launched a criminal investigation after Jamey Rodemeyer's death ,  assisted by Erie County district attorney Frank Sedita .  The investigation lasted nine weeks ,  and included analysis of Jamey's home computer and mobile phone records .  Although possible evidence of criminal harassment was found ,  these incidents either had insufficient evidence to prosecute or were expired beyond the statute of limitations .  The investigation concluded with no charges filed . News of Jamey's death resulted in outrage by supporters worldwide .  Following his death ,  Tim and Tracy Rodemeyer were interviewed by news media about their son and his struggles against bullying .  Both parents took the opportunity to promote peace and equality in the hope of preventing occurrences similar to this . In an interview with Ann Curry on The Today Show Jamey's parents said that they ,  their daughter and son were still being bullied ,  even after his suicide . Upon learning of his death ,  Lady Gaga stated that she was extremely upset ,  spending her days """"reflecting ,  crying and yelling . """" She went on to dedicate her song """"Hair"""" to Jamey during a performance at the iHeartRadio music festival at the MGM Grand Hotel in Las Vegas ,   saying ,  """"I wrote this record about how your identity is really all you've got when you're in school .  .  . so tonight ,  Jamey ,  I know you're up there looking at us and you're not a victim .  You're a lesson to all of us .  I know it's a bit of a downer ,  but sometimes the right thing is more important than the music . """" Lady Gaga later met with President Barack Obama to discuss what his administration would do to prevent bullying in schools . Also in response to his death ,  reigning Miss New York Kaitlin Monte founded an online petition to bring the issue of cyberbullying (known as """"Jamey's Law"""") to New York legislators . In October 2011 ,  actor Zachary Quinto noted Rodemeyer's death as the genesis of his decision to come out publicly as gay ,  saying on his website """" .  .  . but in light of Jamey's death – it became clear to me in an instant that living a gay life without publicly acknowledging it – is simply not enough to make any significant contribution to the immense work that lies ahead on the road to complete equality"""" . That same month another teenager ,  Jamie Hubley ,  was reported to have committed suicide for the same reason .  While he never explicitly talked about Rodemeyer ,  comparisons have been drawn . The Fox TV show Glee referred to Jamey ,  when Finn (Cory Monteith) talked to Santana (Naya Rivera) about gay suicide in the episode """"I Kissed a Girl"""" ;  it was further alluded to him in the episode """"On My Way"""" when David Karofsky (Max Adler) ,  a gay student tries to kill himself by hanging as a result of the (cyber)bullying that had befallen him because of his sexuality ,  although he is saved by his father just in time . On February 25 ,  2012 ,  Michael Knote started a memorial page for Jamey after watching a news story about him .  He founded a Facebook page and non-profit organization called """"Have a Gay Day"""" ,  referring to the double meaning of the word """"gay""""—""""homosexual"""" and """"cheerful"""" .  In 2012 ,  the American metalcore band ,  The Bella Donna ,  produced a song based on the death of Jamey called """"Don't Jump"""" .  The song has clips of one of Jamey's friends speaking on his behalf .  The video has been posted at YouTube .  "
*** "*page_ Jamey_Rodemeyer" "*cat_ LGBT-related_suicides" "    Rodemeyer was found dead by his older sister Alyssa  in the backyard on the morning of September 18 ,  2011 ,  in an apparent suicide by hanging .  Before his death ,  he posted a final update on Twitter directed to Lady Gaga .  The tweet read ,  """"@ladygaga bye mother monster ,  thank you for all you have done ,  paws up forever"""" . The Amherst ,  New York police department launched a criminal investigation after Jamey Rodemeyer's death ,  assisted by Erie County district attorney Frank Sedita .  The investigation lasted nine weeks ,  and included analysis of Jamey's home computer and mobile phone records .  Although possible evidence of criminal harassment was found ,  these incidents either had insufficient evidence to prosecute or were expired beyond the statute of limitations .  The investigation concluded with no charges filed . News of Jamey's death resulted in outrage by supporters worldwide .  Following his death ,  Tim and Tracy Rodemeyer were interviewed by news media about their son and his struggles against bullying .  Both parents took the opportunity to promote peace and equality in the hope of preventing occurrences similar to this . In an interview with Ann Curry on The Today Show Jamey's parents said that they ,  their daughter and son were still being bullied ,  even after his suicide . Upon learning of his death ,  Lady Gaga stated that she was extremely upset ,  spending her days """"reflecting ,  crying and yelling . """" She went on to dedicate her song """"Hair"""" to Jamey during a performance at the iHeartRadio music festival at the MGM Grand Hotel in Las Vegas ,   saying ,  """"I wrote this record about how your identity is really all you've got when you're in school .  .  . so tonight ,  Jamey ,  I know you're up there looking at us and you're not a victim .  You're a lesson to all of us .  I know it's a bit of a downer ,  but sometimes the right thing is more important than the music . """" Lady Gaga later met with President Barack Obama to discuss what his administration would do to prevent bullying in schools . Also in response to his death ,  reigning Miss New York Kaitlin Monte founded an online petition to bring the issue of cyberbullying (known as """"Jamey's Law"""") to New York legislators . In October 2011 ,  actor Zachary Quinto noted Rodemeyer's death as the genesis of his decision to come out publicly as gay ,  saying on his website """" .  .  . but in light of Jamey's death – it became clear to me in an instant that living a gay life without publicly acknowledging it – is simply not enough to make any significant contribution to the immense work that lies ahead on the road to complete equality"""" . That same month another teenager ,  Jamie Hubley ,  was reported to have committed suicide for the same reason .  While he never explicitly talked about Rodemeyer ,  comparisons have been drawn . The Fox TV show Glee referred to Jamey ,  when Finn (Cory Monteith) talked to Santana (Naya Rivera) about gay suicide in the episode """"I Kissed a Girl"""" ;  it was further alluded to him in the episode """"On My Way"""" when David Karofsky (Max Adler) ,  a gay student tries to kill himself by hanging as a result of the (cyber)bullying that had befallen him because of his sexuality ,  although he is saved by his father just in time . On February 25 ,  2012 ,  Michael Knote started a memorial page for Jamey after watching a news story about him .  He founded a Facebook page and non-profit organization called """"Have a Gay Day"""" ,  referring to the double meaning of the word """"gay""""—""""homosexual"""" and """"cheerful"""" .  In 2012 ,  the American metalcore band ,  The Bella Donna ,  produced a song based on the death of Jamey called """"Don't Jump"""" .  The song has clips of one of Jamey's friends speaking on his behalf .  The video has been posted at YouTube .  "
*** "*page_ Suicide_of_Jamey_Rodemeyer" "*cat_ LGBT-related_suicides" "    Rodemeyer was found dead by his older sister Alyssa  in the backyard on the morning of September 18 ,  2011 ,  in an apparent suicide by hanging .  Before his death ,  he posted a final update on Twitter directed to Lady Gaga .  The tweet read ,  """"@ladygaga bye mother monster ,  thank you for all you have done ,  paws up forever"""" . The Amherst ,  New York police department launched a criminal investigation after Jamey Rodemeyer's death ,  assisted by Erie County district attorney Frank Sedita .  The investigation lasted nine weeks ,  and included analysis of Jamey's home computer and mobile phone records .  Although possible evidence of criminal harassment was found ,  these incidents either had insufficient evidence to prosecute or were expired beyond the statute of limitations .  The investigation concluded with no charges filed . News of Jamey's death resulted in outrage by supporters worldwide .  Following his death ,  Tim and Tracy Rodemeyer were interviewed by news media about their son and his struggles against bullying .  Both parents took the opportunity to promote peace and equality in the hope of preventing occurrences similar to this . In an interview with Ann Curry on The Today Show Jamey's parents said that they ,  their daughter and son were still being bullied ,  even after his suicide . Upon learning of his death ,  Lady Gaga stated that she was extremely upset ,  spending her days """"reflecting ,  crying and yelling . """" She went on to dedicate her song """"Hair"""" to Jamey during a performance at the iHeartRadio music festival at the MGM Grand Hotel in Las Vegas ,   saying ,  """"I wrote this record about how your identity is really all you've got when you're in school .  .  . so tonight ,  Jamey ,  I know you're up there looking at us and you're not a victim .  You're a lesson to all of us .  I know it's a bit of a downer ,  but sometimes the right thing is more important than the music . """" Lady Gaga later met with President Barack Obama to discuss what his administration would do to prevent bullying in schools . Also in response to his death ,  reigning Miss New York Kaitlin Monte founded an online petition to bring the issue of cyberbullying (known as """"Jamey's Law"""") to New York legislators . In October 2011 ,  actor Zachary Quinto noted Rodemeyer's death as the genesis of his decision to come out publicly as gay ,  saying on his website """" .  .  . but in light of Jamey's death – it became clear to me in an instant that living a gay life without publicly acknowledging it – is simply not enough to make any significant contribution to the immense work that lies ahead on the road to complete equality"""" . That same month another teenager ,  Jamie Hubley ,  was reported to have committed suicide for the same reason .  While he never explicitly talked about Rodemeyer ,  comparisons have been drawn . The Fox TV show Glee referred to Jamey ,  when Finn (Cory Monteith) talked to Santana (Naya Rivera) about gay suicide in the episode """"I Kissed a Girl"""" ;  it was further alluded to him in the episode """"On My Way"""" when David Karofsky (Max Adler) ,  a gay student tries to kill himself by hanging as a result of the (cyber)bullying that had befallen him because of his sexuality ,  although he is saved by his father just in time . On February 25 ,  2012 ,  Michael Knote started a memorial page for Jamey after watching a news story about him .  He founded a Facebook page and non-profit organization called """"Have a Gay Day"""" ,  referring to the double meaning of the word """"gay""""—""""homosexual"""" and """"cheerful"""" .  In 2012 ,  the American metalcore band ,  The Bella Donna ,  produced a song based on the death of Jamey called """"Don't Jump"""" .  The song has clips of one of Jamey's friends speaking on his behalf .  The video has been posted at YouTube .  "
*** "*page_ Neil_Rutherford" "*cat_ Murder–suicides_in_the_United_Kingdom" "    Rutherford died at Red Gables Hotel ,  Penmaenmawr ,  Wales 24 September 1976 .  He was clutching a gun .  Also killed by gunshot wounds were the hotel owner ,  Linda Simcox (52) ;  ex merchant seaman Johnny Gore Green (55) ,  an antique dealer from Bay City ,  Texas ;  Simcox's daughter ,  Lorna (24) ;  and her husband ,  Alistair McIntyre (34) .  The hotel was ablaze when the police arrived .  "
*** "*page_ Robert_Schommer" "*cat_ Suicides_in_Chile" "    Schommer committed suicide in La Serena ,  Chile ,  on December 12 ,  2001 .   He was survived by his wife Iris Labra and three children Paulina ,  Andrea ,  and Robert . Following his death ,  the Association of Universities for Research in Astronomy (AURA) established the Schommer Children's Fund to assist the Schommer family in meeting the future educational expenses of their children .  "
*** "*page_ Robert_Schommer" "*cat_ Suicides_in_Chile" "    Schommer committed suicide in La Serena ,  Chile ,  on December 12 ,  2001 .   He was survived by his wife Iris Labra and three children Paulina ,  Andrea ,  and Robert . Following his death ,  the Association of Universities for Research in Astronomy (AURA) established the Schommer Children's Fund to assist the Schommer family in meeting the future educational expenses of their children .  "
*** "*page_ Stanisław_Ignacy_Witkiewicz" "*cat_ Artists_who_committed_suicide" "    Shortly after Poland was invaded by Germany in September 1939 ,  Witkiewicz escaped with his young lover Czesława to the rural frontier town of Jeziory ,  in what was then eastern Poland .  After hearing the news of the Soviet invasion of Poland on 17 September 1939 ,  Witkacy committed suicide on 18 September by taking a drug overdose and trying to slit his wrists .  "
*** "*page_ Nikolai_Uspensky" "*cat_ Suicides_in_Russia" "    Shortly after his visit to Stupino ,  Uspensky returned to Moscow ,  where he committed suicide on 2 November (Old Style 21 October) 1889 .  The day before he reportedly had approached Ivan Kondratyev for a razor ,  and the latter said :  """"Want to kill yourself? A penknife would do . """" Uspensky indeed purchased a penknife and slit his own throat .  According to one newspaper  report ,  """"On October 21 ,  nearby one of the houses of the Smolensky market a body of a dead old man was found with two wounds to his throat .  .  .  The body lay in two large pools of blood and a dull penknife was found nearby .  In his pocket there was the passport of former teacher Nikolai Vasilyevich Uspensky . """" Eight kopecks found in his pocket were sent to his daughter Olga ,  her only inheritance .  Not a single literary man was present at the funeral ,  and the only official there was Karl Knobloch ,  the Moscow college inspector who came to pay a tribute to Uspensky as a former teacher .  "
*** "*page_ Nikolai_Uspensky" "*cat_ Suicides_in_Russia" "    Shortly after his visit to Stupino ,  Uspensky returned to Moscow ,  where he committed suicide on 2 November (Old Style 21 October) 1889 .  The day before he reportedly had approached Ivan Kondratyev for a razor ,  and the latter said :  """"Want to kill yourself? A penknife would do . """" Uspensky indeed purchased a penknife and slit his own throat .  According to one newspaper  report ,  """"On October 21 ,  nearby one of the houses of the Smolensky market a body of a dead old man was found with two wounds to his throat .  .  .  The body lay in two large pools of blood and a dull penknife was found nearby .  In his pocket there was the passport of former teacher Nikolai Vasilyevich Uspensky . """" Eight kopecks found in his pocket were sent to his daughter Olga ,  her only inheritance .  Not a single literary man was present at the funeral ,  and the only official there was Karl Knobloch ,  the Moscow college inspector who came to pay a tribute to Uspensky as a former teacher .  "
*** "*page_ Yamanami_Keisuke" "*cat_ Suicides_by_seppuku" "    Some time after the Zenzaiya incident he tried to escape the Shinsengumi ,  despite the regulation against deserters .   As a result ,  he committed seppuku with Okita as his Kaishakunin on March 20 (lunar calendar February 23) ,  1865 .   There are several speculations on Yamanami's reason to escape ,  including a theory that Yamanami committed suicide without ever leaving the Shinsengumi .  Another theory is Yamanami lost hope about Shogunate's future and was disillusioned about Tokugawa Yoshinobu political decisions ,  but when forced to choose between his friends and Justice ,  he decided to commit an honorable suicide and escape scandal . In Shinsengumi :  the Shogun's Last Samurai Corps by Romulus Hillsborough there is something mentioned about Yamanami's escape .  The following is quoted from this book : The trouble with Yamanami seems to have originated over a disagreement in philosophy ,  though Shimosawa also cites a bitter rivalry with the other vice commander ,  Hijikata Toshizo .  Yamanami was apparently vexed over the lately inflated self-importance of Kondo and Hijikata .  He felt that they had forgotten the original purpose for which the members of the Shieikan had enlisted in the """"loyal and patriotic"""" corps .  The unyielding will to power that had lately consumed his erstwhile friends had diminished their former patriotic ideals .  According to most sources ,  Yamanami's vexation was exacerbated sometime early in 1865 ,  when Kondo and Hijikata ,  unhappy with their cramped headquarters at Mibu ,  decided to move to a more spacious location at Nishihonganji Temple in the southwest of the city .  The temple priests were perplexed over the decision .  Their attempts to rebuff the Shinsengumi were ignored by Kondo and Hijikata .  Yamanami objected to what he considered coercion of Buddhist priests .  """"Certainly there are many other suitable places ,  """" he admonished Kondo ,  and suggested that his commander reconsider .  But his commander would not reconsider ,  and Yamanami resolved to pay the ultimate price .  He composed a farewell letter explaining the reasons he could no longer ,  in good conscience ,  risk his life under Kondo's command .  Then he defected . In short ,  this is the most accepted theory in regard of Yamanami's reason to leave the Shinsengumi ,  even though officially it is still a mystery .  In addition ,  Hillsborough's source in regard of the rivalry between Yamanami and Hijikata ,  Shimosawa Kan's Shinsengumi Shimatsuki ,  is in fact categorized as historical fiction . Yamanami fled to Otsu while Kondo sent Okita to retrieve him .  After Yamanami returned to Mibu ,  he was ordered to commit seppuku .  He asked Okita to serve as his Kaishakunin .  There is also a theory that Kondo asked Okita to serve as Yamanami's Kaishakunin out of respect for Yamanami .  (The Kaishakunin was usually a closest friend or family member whenever possible . ) Yamanami saw Okita as family and the two shared a strong bond till the very end of Yamanami's life . Yamanami was buried at the Kōen Temple (光縁寺 ,  Kōenji) in Kyoto . Before his death ,  Yamanami was the second-in-command of the Shinsengumi .  (It is a misconception that Hijikata had always been the second-in-command .   In fact ,  Hijikata became the second-in-command after Yamanami's death . ) "
*** "*page_ Yamanami_Keisuke" "*cat_ Suicides_by_seppuku" "    Some time after the Zenzaiya incident he tried to escape the Shinsengumi ,  despite the regulation against deserters .   As a result ,  he committed seppuku with Okita as his Kaishakunin on March 20 (lunar calendar February 23) ,  1865 .   There are several speculations on Yamanami's reason to escape ,  including a theory that Yamanami committed suicide without ever leaving the Shinsengumi .  Another theory is Yamanami lost hope about Shogunate's future and was disillusioned about Tokugawa Yoshinobu political decisions ,  but when forced to choose between his friends and Justice ,  he decided to commit an honorable suicide and escape scandal . In Shinsengumi :  the Shogun's Last Samurai Corps by Romulus Hillsborough there is something mentioned about Yamanami's escape .  The following is quoted from this book : The trouble with Yamanami seems to have originated over a disagreement in philosophy ,  though Shimosawa also cites a bitter rivalry with the other vice commander ,  Hijikata Toshizo .  Yamanami was apparently vexed over the lately inflated self-importance of Kondo and Hijikata .  He felt that they had forgotten the original purpose for which the members of the Shieikan had enlisted in the """"loyal and patriotic"""" corps .  The unyielding will to power that had lately consumed his erstwhile friends had diminished their former patriotic ideals .  According to most sources ,  Yamanami's vexation was exacerbated sometime early in 1865 ,  when Kondo and Hijikata ,  unhappy with their cramped headquarters at Mibu ,  decided to move to a more spacious location at Nishihonganji Temple in the southwest of the city .  The temple priests were perplexed over the decision .  Their attempts to rebuff the Shinsengumi were ignored by Kondo and Hijikata .  Yamanami objected to what he considered coercion of Buddhist priests .  """"Certainly there are many other suitable places ,  """" he admonished Kondo ,  and suggested that his commander reconsider .  But his commander would not reconsider ,  and Yamanami resolved to pay the ultimate price .  He composed a farewell letter explaining the reasons he could no longer ,  in good conscience ,  risk his life under Kondo's command .  Then he defected . In short ,  this is the most accepted theory in regard of Yamanami's reason to leave the Shinsengumi ,  even though officially it is still a mystery .  In addition ,  Hillsborough's source in regard of the rivalry between Yamanami and Hijikata ,  Shimosawa Kan's Shinsengumi Shimatsuki ,  is in fact categorized as historical fiction . Yamanami fled to Otsu while Kondo sent Okita to retrieve him .  After Yamanami returned to Mibu ,  he was ordered to commit seppuku .  He asked Okita to serve as his Kaishakunin .  There is also a theory that Kondo asked Okita to serve as Yamanami's Kaishakunin out of respect for Yamanami .  (The Kaishakunin was usually a closest friend or family member whenever possible . ) Yamanami saw Okita as family and the two shared a strong bond till the very end of Yamanami's life . Yamanami was buried at the Kōen Temple (光縁寺 ,  Kōenji) in Kyoto . Before his death ,  Yamanami was the second-in-command of the Shinsengumi .  (It is a misconception that Hijikata had always been the second-in-command .   In fact ,  Hijikata became the second-in-command after Yamanami's death . ) "
*** "*page_ Ruth_Rowland_Nichols" "*cat_ Suicides_in_New_York_City" "    Suffering from severe depression she died of an overdose of barbiturates at her home in New York City on September 25 ,  1960 .  Her death was ruled a suicide .  "
*** "*page_ Ruth_Rowland_Nichols" "*cat_ Suicides_in_New_York_City" "    Suffering from severe depression she died of an overdose of barbiturates at her home in New York City on September 25 ,  1960 .  Her death was ruled a suicide .  "
*** "*page_ Sungdare_Sherpa" "*cat_ Suicides_in_Nepal" "    Sungdare drowned in a river below his village ,  Pangboche ,  Nepal in 1989 . Elizabeth Hawley stated that he was suffering from alcoholism ,  and that his death was a suicide . As quoted in an article in Backpacker magazine talking about Mount Everest : The Summit is always different .  Sometimes it is one side and sometimes the other .  It changes every time .  "
*** "*page_ Sungdare_Sherpa" "*cat_ Suicides_in_Nepal" "    Sungdare drowned in a river below his village ,  Pangboche ,  Nepal in 1989 . Elizabeth Hawley stated that he was suffering from alcoholism ,  and that his death was a suicide . As quoted in an article in Backpacker magazine talking about Mount Everest : The Summit is always different .  Sometimes it is one side and sometimes the other .  It changes every time .  "
*** "*page_ Sungdare_Sherpa" "*cat_ Suicides_in_Nepal" "    Sungdare drowned in a river below his village ,  Pangboche ,  Nepal in 1989 . Elizabeth Hawley stated that he was suffering from alcoholism ,  and that his death was a suicide . As quoted in an article in Backpacker magazine talking about Mount Everest : The Summit is always different .  Sometimes it is one side and sometimes the other .  It changes every time .  "
*** "*page_ Sungdare_Sherpa" "*cat_ Suicides_by_drowning" "    Sungdare drowned in a river below his village ,  Pangboche ,  Nepal in 1989 . Elizabeth Hawley stated that he was suffering from alcoholism ,  and that his death was a suicide . As quoted in an article in Backpacker magazine talking about Mount Everest : The Summit is always different .  Sometimes it is one side and sometimes the other .  It changes every time .  "
*** "*page_ Sungdare_Sherpa" "*cat_ Suicides_by_drowning" "    Sungdare drowned in a river below his village ,  Pangboche ,  Nepal in 1989 . Elizabeth Hawley stated that he was suffering from alcoholism ,  and that his death was a suicide . As quoted in an article in Backpacker magazine talking about Mount Everest : The Summit is always different .  Sometimes it is one side and sometimes the other .  It changes every time .  "
*** "*page_ Veikko_Suominen" "*cat_ Suicides_in_Finland" "    Suominen committed suicide on December 21 ,  1978 while a member of the Tampere-based team Ilves .  After his death ,  Ilves took his jersey number ,  24 ,  out of use immediately and it has not been assigned since . This biographical article relating to a Finnish ice hockey player is a stub .  You can help Wikipedia by expanding it .  "
*** "*page_ Veikko_Suominen" "*cat_ Suicides_in_Finland" "    Suominen committed suicide on December 21 ,  1978 while a member of the Tampere-based team Ilves .  After his death ,  Ilves took his jersey number ,  24 ,  out of use immediately and it has not been assigned since . This biographical article relating to a Finnish ice hockey player is a stub .  You can help Wikipedia by expanding it .  "
*** "*page_ Tamar_Golan" "*cat_ Suicides_in_Israel" "    Tamar Golan took her own life 30 March 2011 ,  aged 77 ,  at a hotel in her native Haifa .  In a letter she left ,  which was made public by the Africa Center she established ,  she expresses frustration over recent political developments in Africa and the Middle East .  She mentions """"the downhill deterioration"""" in Ivory Coast and that Angola was still """"corruption stricken"""" .  About the situation in the Middle East she says in her letter """"I am tired of feeling like Don Quixote who tries to tilt at the windmills of deteriorating reality in this country"""" .  A close friend of Tamar Golan ,  who was with her among the first residents of Kibbutz Lahav ,  told Haaretz that Golan suffered from deteriorating health—""""her body betrayed her ,  and she could not bear it anymore"""" ,  she said .  "
*** "*page_ Tamar_Golan" "*cat_ Suicides_in_Israel" "    Tamar Golan took her own life 30 March 2011 ,  aged 77 ,  at a hotel in her native Haifa .  In a letter she left ,  which was made public by the Africa Center she established ,  she expresses frustration over recent political developments in Africa and the Middle East .  She mentions """"the downhill deterioration"""" in Ivory Coast and that Angola was still """"corruption stricken"""" .  About the situation in the Middle East she says in her letter """"I am tired of feeling like Don Quixote who tries to tilt at the windmills of deteriorating reality in this country"""" .  A close friend of Tamar Golan ,  who was with her among the first residents of Kibbutz Lahav ,  told Haaretz that Golan suffered from deteriorating health—""""her body betrayed her ,  and she could not bear it anymore"""" ,  she said .  "
*** "*page_ Tawfik_Abu_Al-Huda" "*cat_ Politicians_who_committed_suicide" "    Tawfik Pasha was found dead ,  hanging in bathroom at his house in 1956 in an apparent suicide after bouts of an illness .  "
*** "*page_ Suicide_of_Takako_Konishi" "*cat_ Suicides_by_freezing" "    The Fargo theory surrounding Konishi's death resulted from a misunderstanding between Konishi and one of the Bismarck police officers with whom she had been speaking .  The story was then misreported by the media ,  leading to the urban legend that she had come to the United States to search for the money in the film .  "
*** "*page_ Suicide_of_Takako_Konishi" "*cat_ Suicides_by_freezing" "    The Fargo theory surrounding Konishi's death resulted from a misunderstanding between Konishi and one of the Bismarck police officers with whom she had been speaking .  The story was then misreported by the media ,  leading to the urban legend that she had come to the United States to search for the money in the film .  "
*** "*page_ Abdul_Rahman_al-Amri" "*cat_ Suicides_in_Cuba" "    The U . S .  Southern Command asserted that a Saudi captive had committed suicide on May 30 ,  2007 . Initially the DOD withheld his identity until the Saudi government was notified . Early on May 31 ,  2007 Saudi authorities identified the dead man as Abdul Rahman Maadha al-Amry . Al Amri's autopsy report stated that the """"male civilian detainee"""" was """"found hanging by his neck in his cell with a ligature made of braided strips of bed sheet .  By report ,  similar fabric bound his hands loosely behind him . """"The Associated Press reported at noon May 31 ,  2007 ,  that DOD had identified Al-Amry as one of the """"high-value detainees"""" ,  held in Camp 5 . The Miami Herald ,  citing sources with inside knowledge of the case ,  reports that the dead man was Abdul Rahman Ma Ath Thafir Al Amri . Other newspaper reports commented on the timing of the death ,  pointing out that it was almost a year after the deaths of three detainees on June 10 ,  2006 ,  which DOD said were suicides .  Both incidents followed a new commandant being assigned to JTF-GTMO ,  and both incidents occurred shortly before the convening of a military commission .  They would not have been reviewed by a military commission . In 2017 ,  FOIA documents on the investigation into the death of Al Amri revealed that he had been found hanging in his cell with his hands tied in a """"snug"""" fashion behind his back .  According to the clerk in charge of the computer logs that tracked detainee movements ,  Al Amri had been with an interrogator in the hour prior to his death .  But other witnesses told NCIS the interrogation had been cancelled that morning ,  either by the interrogator ,  or by Al Amri himself .  The Naval Criminal Investigative Service (NCIS) investigator that examined the death scene found it difficult to understand how this prisoner could have killed himself in the time allotted while he was under surveillance .  NCIS concluded Al Amri had stood upon a folded bed mattress in order to reach the air vent to which he presumably attached the rope of his jerry-rigged noose (made from bed sheets) .  The air vent itself was over eight feet above the floor of the cell .  Despite the fact that the detainee had not supposedly met with an attorney ,  documents from the NCIS investigation state there were materials of a confidential attorney-client nature in Al Amri's possession at the time of his death ,  and these were turned over to the Judge Advocate's Office at Guantanamo .  "
